Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
WTSQ.SFB1CA,2012.03,4144.96,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFB1CA,2012.06,4586.27,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFB1CA,2012.09,4744.79,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFB1CA,2012.12,5023.03,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFB1CA,2013.03,4430.14,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFB1CA,2013.06,4671.87,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFB1CA,2013.09,4912.62,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFB1CA,2013.12,5209.94,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFB1CA,2014.03,4320.6,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFB1CA,2014.06,4817.06,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFB1CA,2014.09,4918.04,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFB1CA,2014.12,5131.17,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFB1CA,2015.03,4286.79,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFB1CA,2015.06,4577.06,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFB1CA,2015.09,4774.815,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFB1CA,2015.12,5004.371,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFB1CA,2016.03,4347.137,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFB1CA,2016.06,4636.572,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFB1CA,2016.09,4887.845,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFB1CA,2016.12,5223.836,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFB1CA,2017.03,4464.985,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFB1CA,2017.06,4980.262,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFB1CA,2017.09,5178.527,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFB1CA,2017.12,5646.599,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFB1CA,2018.03,4855.034,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFB1CA,2018.06,5426.504,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFB1CA,2018.09,5694.846,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFB1CA,2018.12,5862.404,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFB1CA,2019.03,5093.726,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFB1CA,2019.06,5411.735,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFB1CA,2019.09,5740.789,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFB1CA,2019.12,5970.155,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFB1CA,2020.03,5030.412,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFB1CA,2020.06,4707.394,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFB1CA,2020.09,5922.313,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFB1CA,2020.12,6137.968,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFB1CA,2021.03,5592.325,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFB1CA,2021.06,6153.736,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFB1CA,2021.09,6354.359,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFB1CA,2021.12,7235.012,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFB1CA,2022.03,6722.914,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFB1CA,2022.06,6533.239,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFB1CA,2022.09,6891.158,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFB1CA,2022.12,7234.549,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFB1CA,2023.03,6635.331,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFB1CS,1995.03,2193.611,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFB1CS,1995.06,2377.521,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFB1CS,1995.09,2425.338,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFB1CS,1995.12,2541.742,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFB1CS,1996.03,2455.871,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFB1CS,1996.06,2389.488,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFB1CS,1996.09,2405.093,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFB1CS,1996.12,2352.426,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFB1CS,1997.03,2312.413,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFB1CS,1997.06,2436.821,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFB1CS,1997.09,2206.058,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFB1CS,1997.12,2257.927,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFB1CS,1998.03,2422.859,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFB1CS,1998.06,2291.489,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFB1CS,1998.09,2298.683,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFB1CS,1998.12,2355.061,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFB1CS,1999.03,2537.259,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFB1CS,1999.06,2799.882,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFB1CS,1999.09,3029.797,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFB1CS,1999.12,2905.283,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFB1CS,2000.03,2979.97,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFB1CS,2000.06,2894.74,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFB1CS,2000.09,3103.657,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFB1CS,2000.12,3141.615,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFB1CS,2001.03,3179.029,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFB1CS,2001.06,3332.184,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFB1CS,2001.09,3331.838,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFB1CS,2001.12,3393.704,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFB1CS,2002.03,3349.249,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFB1CS,2002.06,3474.821,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFB1CS,2002.09,3325.405,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFB1CS,2002.12,3437.564,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFB1CS,2003.03,3253.354,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFB1CS,2003.06,3278.936,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFB1CS,2003.09,3408.062,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFB1CS,2003.12,3455.716,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFB1CS,2004.03,3602.789,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFB1CS,2004.06,3601.857,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFB1CS,2004.09,3696.244,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFB1CS,2004.12,3869.456,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFB1CS,2005.03,3902.847,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFB1CS,2005.06,3966.718,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFB1CS,2005.09,3884.434,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFB1CS,2005.12,3798.792,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFB1CS,2006.03,3923.176,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFB1CS,2006.06,3902.114,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFB1CS,2006.09,4013.951,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFB1CS,2006.12,4032.902,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFB1CS,2007.03,4081.35,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFB1CS,2007.06,4262.336,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFB1CS,2007.09,4308.491,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFB1CS,2007.12,4459.887,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFB1CS,2008.03,4480.065,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFB1CS,2008.06,4431.022,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFB1CS,2008.09,4489.285,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFB1CS,2008.12,4353.82,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFB1CS,2009.03,4291.381,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFB1CS,2009.06,4143.602,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFB1CS,2009.09,4017.191,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFB1CS,2009.12,3940.538,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFB1CS,2010.03,4013.084,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFB1CS,2010.06,4156.217,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFB1CS,2010.09,4354.045,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFB1CS,2010.12,4314.224,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFB1CS,2011.03,4518.112,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFB1CS,2011.06,4557.22,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFB1CS,2011.09,4336.41,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFB1CS,2011.12,4529.695,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFB1CS,2012.03,4492.774,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFB1CS,2012.06,4627.742,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFB1CS,2012.09,4633.933,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFB1CS,2012.12,4720.631,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFB1CS,2013.03,4810.025,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFB1CS,2013.06,4716.472,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFB1CS,2013.09,4801.26,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFB1CS,2013.12,4883.439,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFB1CS,2014.03,4700.054,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
